#node	date	numeric date
NODE_0000123	2001-05-31	2001.411008
NODE_0000124	2002-04-20	2002.300341
NODE_0000125	2007-07-11	2007.525252
seq_245	2010-01-01	2010.001370
seq_815	2019-12-09	2019.938356
NODE_0000126	2003-11-14	2003.870551
seq_452	2009-04-27	2009.319178
NODE_0000127	2004-03-10	2004.188922
seq_669	2014-01-08	2014.020548
NODE_0000128	2004-10-13	2004.782066
seq_451	2010-08-19	2010.631507
seq_453	2009-07-01	2009.497260
NODE_0000129	2001-11-03	2001.840324
NODE_0000130	2005-04-06	2005.260424
NODE_0000131	2007-06-05	2007.426550
seq_348	2011-01-01	2011.001370
NODE_0000132	2009-04-28	2009.322606
seq_531	2014-01-01	2014.001370
seq_653	2015-12-07	2015.932877
NODE_0000133	2008-12-10	2008.940307
seq_678	2013-01-01	2013.001370
NODE_0000134	2014-11-26	2014.903754
seq_618	2016-07-15	2016.536885
seq_840	2020-01-25	2020.066940
NODE_0000135	2001-12-23	2001.977786
seq_251	2010-06-01	2010.415068
NODE_0000137	2002-04-03	2002.253696
seq_664	2015-03-31	2015.245205
NODE_0000139	2002-07-21	2002.552950
seq_609	2017-07-14	2017.532877
NODE_0000140	2005-08-26	2005.651521
seq_671	2013-09-09	2013.689041
NODE_0000141	2006-04-23	2006.307198
seq_527	2015-05-06	2015.343836
seq_689	2017-01-01	2017.001370
NODE_0000142	2009-06-21	2009.469578
seq_665	2015-02-20	2015.138356
NODE_0000143	2009-10-24	2009.812483
seq_386	2011-11-17	2011.878082
NODE_0000144	2009-12-16	2009.958188
seq_670	2013-11-14	2013.869863
NODE_0000145	2010-02-09	2010.108308
seq_282	2011-01-01	2011.001370
seq_803	2019-09-01	2019.667123
NODE_0000147	2010-02-20	2010.137886
seq_829	2018-01-30	2018.080822
NODE_0000148	2010-08-17	2010.624675
seq_561	2014-09-01	2014.667123
seq_700	2016-01-01	2016.001366
NODE_0000149	2002-02-25	2002.152607
seq_627	2017-04-12	2017.278082
NODE_0000150	2002-05-12	2002.361262
seq_450	2012-07-01	2012.498634
NODE_0000152	2002-12-28	2002.990145
seq_445	2012-07-01	2012.498634
seq_454	2012-07-01	2012.498634
NODE_0000153	2002-06-29	2002.490960
NODE_0000154	2002-10-30	2002.829045
seq_658	2011-11-02	2011.836986
NODE_0000155	2003-01-16	2003.041745
seq_444	2012-07-01	2012.498634
NODE_0000156	2006-09-22	2006.725723
seq_698	2013-01-01	2013.001370
NODE_0000157	2007-04-12	2007.278347
seq_667	2014-10-30	2014.828767
NODE_0000158	2007-06-13	2007.448878
NODE_0000159	2007-10-22	2007.805586
seq_457	2011-06-01	2011.415068
seq_533	2014-01-01	2014.001370
NODE_0000160	2008-05-28	2008.405178
seq_458	2012-07-01	2012.498634
seq_611	2017-02-27	2017.157534
NODE_0000161	2002-08-18	2002.629154
NODE_0000162	2002-10-17	2002.791860
seq_691	2015-01-01	2015.001370
NODE_0000163	2002-12-20	2002.968658
seq_660	2009-10-19	2009.798630
NODE_0000164	2003-09-23	2003.728307
seq_690	2014-01-01	2014.001370
NODE_0000165	2005-10-10	2005.773429
seq_449	2009-07-01	2009.497260
seq_456	2012-07-01	2012.498634
NODE_0000166	2003-02-15	2003.125597
seq_455	2011-06-01	2011.415068
NODE_0000167	2004-03-09	2004.185889
seq_236	2009-01-01	2009.001370
NODE_0000169	2005-05-01	2005.331360
seq_467	2011-01-01	2011.001370
seq_682	2017-01-01	2017.001370
NODE_0000170	2006-01-29	2006.076829
seq_681	2015-01-01	2015.001370
NODE_0000171	2007-05-04	2007.339173
seq_679	2016-01-01	2016.001366
seq_680	2014-01-01	2014.001370
NODE_0000172	2003-06-09	2003.436333
NODE_0000173	2003-08-22	2003.640709
seq_610	2017-02-27	2017.157534
NODE_0000174	2004-05-04	2004.339163
seq_446	2007-11-19	2007.883562
seq_657	2012-03-20	2012.217213
seq_703	2013-01-01	2013.001370
NODE_0000176	2003-08-10	2003.605952
NODE_0000177	2006-12-19	2006.965477
seq_687	2015-01-01	2015.001370
NODE_0000178	2007-11-05	2007.845201
NODE_0000179	2008-08-12	2008.612206
seq_701	2017-01-01	2017.001370
NODE_0000180	2009-02-09	2009.107399
seq_524	2016-01-01	2016.001366
seq_787	2018-01-01	2018.001370
NODE_0000182	2009-02-22	2009.143295
seq_672	2013-08-16	2013.623288
seq_705	2017-05-04	2017.338356
NODE_0000184	2009-03-03	2009.169534
seq_686	2016-01-01	2016.001366
NODE_0000185	2009-07-08	2009.516807
NODE_0000186	2010-04-12	2010.278263
seq_646	2015-03-23	2015.223288
seq_685	2017-01-01	2017.001370
NODE_0000187	2019-10-14	2019.784473
NODE_0000188	2020-02-13	2020.118852
seq_817	2020-02-13	2020.118852
seq_827	2020-10-06	2020.763661
NODE_0000211	2019-12-11	2019.943335
seq_793	2020-05-05	2020.342896
NODE_0000190	2020-04-24	2020.311981
seq_816	2020-05-05	2020.342896
NODE_0000191	2020-06-09	2020.438525
seq_818	2020-06-09	2020.438525
NODE_0000192	2021-08-18	2021.628767
seq_129	2021-08-18	2021.628767
seq_130	2021-08-18	2021.628767
NODE_0000193	2008-12-23	2008.976218
seq_557	2013-09-01	2013.667123
NODE_0000194	2010-04-18	2010.295731
seq_619	2016-04-20	2016.301913
NODE_0000195	2010-11-20	2010.887290
NODE_0000196	2011-04-12	2011.278566
seq_761	2019-03-01	2019.163014
NODE_0000197	2013-01-19	2013.050058
seq_649	2017-06-29	2017.491781
NODE_0000198	2013-08-15	2013.621593
seq_651	2017-03-22	2017.220548
seq_760	2018-02-09	2018.108219
NODE_0000230	2012-01-06	2012.016301
seq_755	2018-10-19	2018.798630
NODE_0000200	2012-06-14	2012.452255
seq_756	2018-11-06	2018.847945
NODE_0000201	2013-01-28	2013.076229
seq_757	2018-04-10	2018.272603
seq_825	2019-04-26	2019.316438
NODE_0000202	2004-08-05	2004.594841
NODE_0000203	2005-07-01	2005.497649
seq_688	2016-01-01	2016.001366
NODE_0000204	2013-10-23	2013.808700
seq_791	2018-01-01	2018.001370
seq_792	2018-01-01	2018.001370
NODE_0000205	2009-07-06	2009.511391
NODE_0000206	2013-05-04	2013.337949
seq_831	2021-06-10	2021.439726
NODE_0000207	2014-02-25	2014.152762
seq_614	2016-11-09	2016.856557
seq_837	2019-03-21	2019.217808
NODE_0000208	2009-10-21	2009.803373
seq_469	2010-01-01	2010.001370
NODE_0000209	2010-06-03	2010.419681
seq_488	2012-12-21	2012.971311
NODE_0000210	2011-01-18	2011.047139
seq_621	2015-11-25	2015.900000
seq_674	2013-01-01	2013.001370
seq_786	2018-01-01	2018.001370
NODE_0000213	2011-03-21	2011.218613
seq_709	2017-01-02	2017.004110
NODE_0000214	2011-05-14	2011.366352
seq_676	2016-01-01	2016.001366
NODE_0000215	2013-12-29	2013.993495
seq_525	2016-01-01	2016.001366
seq_539	2017-01-01	2017.001370
NODE_0000218	2011-05-28	2011.404209
seq_790	2018-01-01	2018.001370
NODE_0000219	2012-10-30	2012.828522
seq_802	2019-09-01	2019.667123
NODE_0000220	2013-01-15	2013.039803
seq_675	2017-01-01	2017.001370
seq_677	2017-01-01	2017.001370
NODE_0000221	2011-03-25	2011.228829
NODE_0000222	2012-01-09	2012.022530
NODE_0000223	2013-06-25	2013.480084
seq_612	2017-02-16	2017.127397
seq_838	2019-01-11	2019.028767
NODE_0000224	2013-06-16	2013.456978
seq_759	2018-02-22	2018.143836
NODE_0000225	2015-05-05	2015.342284
seq_796	2019-05-01	2019.330137
seq_836	2022-03-01	2022.163014
NODE_0000226	2011-07-14	2011.532488
NODE_0000227	2011-12-12	2011.947753
seq_617	2016-09-05	2016.678962
seq_704	2017-01-01	2017.001370
NODE_0000228	2011-11-29	2011.911554
seq_828	2020-12-01	2020.916667
NODE_0000229	2012-10-24	2012.812189
seq_789	2018-01-01	2018.001370
seq_839	2019-10-29	2019.826027
NODE_0000237	1972-01-02	1972.004981
seq_005	1973-01-01	1973.001370
NODE_0000238	1974-02-09	1974.108753
NODE_0000239	1977-06-03	1977.419381
seq_160	1994-01-01	1994.001370
NODE_0000240	1979-07-13	1979.529867
seq_328	1993-04-21	1993.302740
NODE_0000241	1981-05-02	1981.332729
NODE_0000242	1997-05-18	1997.375701
seq_212	2005-01-01	2005.001370
NODE_0000243	2000-11-28	2000.907671
seq_196	2005-01-01	2005.001370
seq_211	2005-01-01	2005.001370
NODE_0000244	1985-12-05	1985.927551
seq_337	2005-01-01	2005.001370
NODE_0000245	1987-08-26	1987.651486
NODE_0000246	1987-12-13	1987.949307
seq_323	1997-02-11	1997.113699
NODE_0000247	1988-03-21	1988.220412
NODE_0000248	1990-05-17	1990.374305
seq_200	2005-01-01	2005.001370
seq_317	1997-02-10	1997.110959
NODE_0000249	1988-04-19	1988.299283
seq_326	1993-10-24	1993.812329
NODE_0000250	1988-05-29	1988.407630
seq_325	1994-02-07	1994.102740
NODE_0000251	1988-06-26	1988.484434
seq_159	1991-01-01	1991.001370
NODE_0000252	1994-05-12	1994.360274
seq_487	1994-05-12	1994.360274
NODE_0000253	1994-12-29	1994.993140
seq_156	1997-01-01	1997.001370
seq_228	2002-02-22	2002.143836
NODE_0000255	1996-03-19	1996.213503
seq_202	2000-01-01	2000.001366
NODE_0000256	1997-07-18	1997.542667
NODE_0000257	1998-03-31	1998.246249
seq_153	2001-01-01	2001.001370
NODE_0000258	2000-10-26	2000.818529
seq_203	--	--
NODE_0000259	2003-03-11	2003.191646
seq_394	2011-03-09	2011.184932
seq_659	2010-11-23	2010.894521
NODE_0000260	1998-01-19	1998.051914
seq_152	1999-01-01	1999.001370
NODE_0000262	1999-02-02	1999.088907
seq_237	2002-08-09	2002.604110
seq_272	2003-10-01	2003.749315
NODE_0000263	2005-12-04	2005.923572
seq_238	2007-09-14	2007.702740
NODE_0000264	2006-11-28	2006.906949
seq_480	2012-05-15	2012.370219
seq_906	2021-11-30	2021.913699
NODE_0000265	1993-08-22	1993.639630
NODE_0000266	1997-09-04	1997.676490
seq_158	1999-01-01	1999.001370
NODE_0000267	1998-11-12	1998.864305
seq_321	2006-09-02	2006.669863
NODE_0000268	2000-06-30	2000.495753
NODE_0000269	2001-06-13	2001.446867
seq_423	2010-09-30	2010.746575
NODE_0000270	2003-01-14	2003.035758
seq_297	2008-04-01	2008.250000
NODE_0000271	2006-07-07	2006.514069
seq_463	2011-02-08	2011.105479
NODE_0000272	2007-09-28	2007.739870
seq_370	2010-09-01	2010.667123
seq_405	2011-06-01	2011.415068
NODE_0000273	2004-05-09	2004.354117
seq_298	2008-02-01	2008.086066
NODE_0000274	2007-09-11	2007.694220
seq_464	2012-01-19	2012.050546
NODE_0000275	2009-06-17	2009.458717
seq_483	2013-01-02	2013.004110
NODE_0000276	2011-08-29	2011.659666
seq_605	2015-07-21	2015.552055
seq_645	2017-12-15	2017.954795
NODE_0000277	1994-11-22	1994.892063
seq_485	2004-11-01	2004.834699
NODE_0000278	1996-04-09	1996.271226
seq_482	2013-06-05	2013.426027
NODE_0000279	1997-02-05	1997.097442
seq_248	2009-12-08	2009.935616
NODE_0000280	1997-07-20	1997.549759
NODE_0000281	2003-05-10	2003.355481
seq_247	2010-01-04	2010.009589
seq_324	2006-05-12	2006.360274
NODE_0000282	1998-01-28	1998.074497
seq_616	2016-10-19	2016.799180
NODE_0000283	1998-04-11	1998.275817
NODE_0000284	1999-04-22	1999.304786
seq_327	2009-04-09	2009.269863
NODE_0000285	2000-11-05	2000.844743
seq_318	2001-12-21	2001.971233
seq_329	2009-01-12	2009.031507
NODE_0000286	1998-04-30	1998.326904
seq_316	2008-12-25	2008.982240
NODE_0000287	2004-06-09	2004.437178
seq_466	2011-02-16	2011.127397
NODE_0000288	2006-08-31	2006.665184
NODE_0000289	2007-01-01	2007.001370
seq_361	2007-01-01	2007.001370
seq_650	2017-11-15	2017.872603
NODE_0000290	2009-07-11	2009.524824
seq_826	2020-04-13	2020.282787
NODE_0000291	2010-10-19	2010.797704
NODE_0000292	2011-11-07	2011.850985
seq_620	2016-03-08	2016.184426
NODE_0000293	2015-04-22	2015.304922
seq_824	2020-04-15	2020.288251
NODE_0000294	2017-01-08	2017.020300
seq_608	2017-08-02	2017.584932
seq_647	--	--
NODE_0000295	2010-12-08	2010.934479
seq_465	2011-07-01	2011.497260
seq_652	2016-01-28	2016.075137
seq_823	2020-03-19	2020.214481
NODE_0000297	2012-05-30	2012.411900
seq_623	2015-07-08	2015.516438
seq_758	2018-03-21	2018.217808
NODE_0000299	2011-05-30	2011.409420
seq_648	2017-07-24	2017.560274
seq_754	2018-06-25	2018.480822
NODE_0000301	1976-10-09	1976.772008
seq_007	1977-01-01	1977.001370
NODE_0000359	1977-01-11	1977.029078
seq_150	1980-01-01	1980.001366
NODE_0000303	1977-10-12	1977.778749
seq_040	1978-01-01	1978.001370
NODE_0000304	1979-04-12	1979.278934
NODE_0000305	1980-01-01	1980.001366
seq_042	1980-01-01	1980.001366
NODE_0000306	1982-10-11	1982.776585
seq_252	2003-09-28	2003.741096
NODE_0000307	1996-05-02	1996.335980
NODE_0000308	1998-04-16	1998.287862
NODE_0000309	2002-03-11	2002.190260
seq_185	2004-01-01	2004.001366
seq_410	2013-11-27	2013.905479
NODE_0000310	1999-07-22	1999.554791
seq_253	2005-04-14	2005.283562
seq_409	2013-12-27	2013.987671
NODE_0000311	2000-06-17	2000.461412
seq_407	2013-12-27	2013.987671
NODE_0000312	2011-09-01	2011.667296
seq_408	2013-08-07	2013.598630
NODE_0000313	2017-04-09	2017.268569
seq_128	2021-03-14	2021.198630
NODE_0000314	2020-08-29	2020.660557
seq_833	2020-12-01	2020.916667
seq_834	2020-12-01	2020.916667
NODE_0000315	1979-09-24	1979.730681
seq_208	--	--
NODE_0000316	1979-11-24	1979.895989
seq_009	1982-01-01	1982.001370
NODE_0000317	1982-10-01	1982.749887
NODE_0000318	1982-11-09	1982.856976
seq_036	1983-01-01	1983.001370
NODE_0000319	1984-04-16	1984.292224
seq_041	1986-01-01	1986.001370
NODE_0000320	1985-01-01	1985.000000
seq_232	1985-01-01	1985.001370
seq_878	1985-01-01	1985.000000
NODE_0000321	1983-03-15	1983.201765
NODE_0000322	1983-11-27	1983.905165
seq_039	1986-01-01	1986.001370
NODE_0000323	1987-01-01	1987.001370
seq_179	1987-01-01	1987.001370
seq_654	1987-08-01	1987.582192
NODE_0000324	1986-04-15	1986.287271
seq_189	1994-01-01	1994.001370
NODE_0000325	1987-06-14	1987.451992
seq_037	1988-01-01	1988.001366
NODE_0000326	1988-05-19	1988.380790
NODE_0000327	1990-10-03	1990.756022
seq_368	2011-12-18	2011.963014
seq_633	2014-07-21	2014.552055
NODE_0000328	1989-12-18	1989.963375
seq_022	1993-01-01	1993.001370
NODE_0000329	1992-06-29	1992.492636
seq_038	1994-02-07	1994.102740
NODE_0000330	1992-11-13	1992.867556
seq_498	2014-03-28	2014.236986
NODE_0000331	1993-04-08	1993.267156
NODE_0000332	2009-01-23	2009.061824
seq_634	2014-10-17	2014.793151
NODE_0000333	2010-05-06	2010.343598
seq_626	2015-12-03	2015.921918
seq_629	2016-01-21	2016.056011
NODE_0000334	1994-02-14	1994.122205
NODE_0000335	1999-12-09	1999.938034
seq_369	2012-02-21	2012.140710
NODE_0000336	2006-08-19	2006.632082
seq_702	2015-01-01	2015.001370
NODE_0000337	2009-04-11	2009.275363
seq_666	2014-11-17	2014.878082
seq_673	2012-12-13	2012.949454
NODE_0000338	1994-05-09	1994.351040
NODE_0000339	2008-06-16	2008.456954
seq_586	2015-05-24	2015.393151
seq_588	2015-03-15	2015.201370
NODE_0000340	1994-05-22	1994.387805
NODE_0000341	1994-10-01	1994.749540
NODE_0000342	2001-12-29	2001.991801
seq_188	2004-01-01	2004.001366
seq_280	2010-02-27	2010.157534
NODE_0000343	2010-07-17	2010.539971
seq_344	2012-01-01	2012.001366
seq_788	2018-01-01	2018.001370
NODE_0000344	1994-12-29	1994.992135
NODE_0000345	1995-05-16	1995.372400
seq_632	2012-07-20	2012.550546
NODE_0000346	1996-07-30	1996.576684
NODE_0000347	2007-05-17	2007.374060
seq_331	2011-01-01	2011.001370
NODE_0000348	2012-06-22	2012.472754
seq_417	2013-11-30	2013.913699
seq_784	2018-07-19	2018.546575
NODE_0000349	1999-04-02	1999.252038
NODE_0000350	2009-09-30	2009.745863
seq_366	2011-11-14	2011.869863
seq_696	2017-06-01	2017.415068
NODE_0000351	2000-03-12	2000.195887
NODE_0000352	2001-07-31	2001.578159
seq_197	2005-01-01	2005.001370
NODE_0000353	2001-10-05	2001.760344
seq_210	2005-01-01	2005.001370
seq_290	2009-07-01	2009.497260
NODE_0000354	2002-02-19	2002.135535
seq_198	2004-01-01	2004.001366
NODE_0000355	2003-02-21	2003.140935
seq_418	2012-08-10	2012.607923
NODE_0000356	2003-09-23	2003.726812
seq_367	2012-03-15	2012.203552
seq_390	2011-10-09	2011.771233
NODE_0000357	1995-08-01	1995.583287
seq_030	1996-01-01	1996.001366
NODE_0000358	1995-12-04	1995.925554
NODE_0000409	2005-12-22	2005.974533
seq_486	2012-01-31	2012.083333
seq_830	2018-02-06	2018.100000
NODE_0000360	1996-07-30	1996.576766
NODE_0000361	1998-10-30	1998.827502
seq_438	2013-02-01	2013.086301
seq_889	2019-04-02	2019.250685
NODE_0000362	1997-06-29	1997.492381
seq_635	2015-10-06	2015.763014
NODE_0000363	1997-09-25	1997.732895
NODE_0000364	1998-02-25	1998.153269
seq_157	1999-01-01	1999.001370
seq_869	2013-03-27	2013.234247
NODE_0000365	1997-11-07	1997.850835
seq_026	1998-01-01	1998.001370
seq_029	1998-01-01	1998.001370
NODE_0000372	1997-12-10	1997.941370
seq_025	1998-01-01	1998.001370
seq_028	1998-01-01	1998.001370
NODE_0000424	1998-01-01	1998.001370
seq_027	1998-01-01	1998.001370
NODE_0000366	2004-11-11	2004.862925
seq_420	2011-02-25	2011.152055
NODE_0000367	2008-06-26	2008.485645
seq_391	2011-07-25	2011.563014
NODE_0000368	2009-01-08	2009.019396
seq_886	2018-10-04	2018.757534
seq_887	2020-01-28	2020.075137
NODE_0000373	1996-07-24	1996.561380
NODE_0000375	1996-11-10	1996.859279
seq_206	2004-01-01	2004.001366
