name,date
seq_277,2011-05-03
seq_278,2011-02-03
seq_279,2010-08-02
seq_280,2010-02-27
seq_281,2011-01-06
seq_282,2011-01-01
seq_283,2011-07-05
seq_284,2011-06-14
seq_285,2011-11-02
seq_286,2011-08-29
seq_287,2010-09-20
seq_288,2010-03-01
seq_289,2011-06-16
seq_290,2009-07-01
seq_291,2009-12-06
seq_292,2011-11-15
seq_293,2011-06-16
seq_294,2011-06-16
seq_295,2010-11-07
seq_296,2006-10-01
seq_297,2008-04-01
seq_298,2008-02-01
seq_299,2010-01-10
seq_300,2011-01-27
seq_301,2011-02-07
seq_302,2010-09-27
seq_303,2011-01-10
seq_304,2012-05-15
seq_305,2012-05-09
seq_306,2012-05-04
seq_307,2012-04-30
seq_308,2012-07-18
seq_309,2012-02-13
seq_310,2011-11-16
seq_311,2011-11-03
seq_312,2011-10-05
seq_313,2011-08-10
seq_314,2011-07-14
seq_315,2011-02-27
seq_316,2008-12-25
seq_317,1997-02-10
seq_318,2001-12-21
seq_319,2012-09-21
seq_320,2012-08-23
seq_321,2006-09-02
seq_322,2002-10-01
seq_323,1997-02-11
seq_324,2006-05-12
seq_325,1994-02-07
seq_326,1993-10-24
seq_327,2009-04-09
seq_328,1993-04-21
seq_329,2009-01-12
seq_330,2009-01-01
seq_331,2011-01-01
seq_332,2012-08-13
seq_333,2012-06-01
seq_334,2012-03-08
seq_335,2011-12-30
seq_336,2012-03-08
seq_337,2005-01-01
seq_338,2010-01-01
seq_339,2011-12-08
seq_340,2012-09-14
seq_341,2012-06-15
seq_342,2012-07-10
seq_343,2012-04-23
seq_344,2012-01-01
seq_345,2012-01-01
seq_346,2012-01-01
seq_347,2011-01-01
seq_348,2011-01-01
seq_349,2010-01-01
seq_350,2009-01-01
seq_351,2012-12-06
seq_352,2009-06-01
seq_353,2010-07-01
seq_354,2012-10-01
seq_355,2011-03-08
seq_356,2012-01-19
seq_357,2011-02-21
seq_358,2013-01-30
seq_359,2012-01-13
seq_360,2013-04-23
seq_361,2007-01-01
seq_362,2007-01-01
seq_363,2011-12-05
seq_364,2013-04-03
seq_365,2013-02-20
seq_366,2011-11-14
seq_367,2012-03-15
seq_368,2011-12-18
seq_369,2012-02-21
seq_370,2010-09-01
seq_371,2013-06-17
seq_372,2013-05-01
seq_373,2010-12-17
seq_374,2012-04-23
seq_375,2013-05-01
seq_376,2009-09-24
seq_377,2008-07-30
seq_378,2004-10-22
seq_379,2011-10-21
seq_380,2005-10-12
seq_381,2003-04-10
seq_382,2011-12-01
seq_383,2011-11-08
seq_384,2013-10-08
seq_385,2012-01-19
seq_386,2011-11-17
seq_387,2005-04-26
seq_388,2013-11-12
seq_389,2013-07-19
seq_390,2011-10-09
seq_391,2011-07-25
seq_392,2011-12-02
seq_393,2011-09-27
seq_394,2011-03-09
seq_395,2012-07-24
seq_396,2012-07-24
seq_397,2012-07-24
seq_398,2012-07-24
seq_399,2012-09-18
seq_400,2012-09-18
seq_401,2012-12-18
seq_402,2012-12-04
seq_403,2011-12-12
seq_404,2011-12-12
seq_405,2011-06-01
seq_406,2014-04-01
seq_407,2013-12-27
seq_408,2013-08-07
seq_409,2013-12-27
seq_410,2013-11-27
seq_411,2013-07-01
seq_412,2013-09-01
seq_413,2013-10-01
seq_414,2013-11-01
seq_415,2013-06-01
seq_416,2013-04-01
seq_417,2013-11-30
seq_418,2012-08-10
seq_419,2014-08-18
seq_420,2011-02-25
seq_421,2014-09-11
seq_422,2014-07-09
seq_423,2010-09-30
seq_424,2012-11-15
seq_425,2011-08-31
seq_426,2014-09-24
seq_427,2014-12-11
seq_428,2014-12-11
seq_429,2014-12-11
seq_430,2014-12-11
seq_431,2014-12-11
seq_432,2014-11-11
seq_433,2014-12-10
seq_434,2014-12-10
seq_435,2014-12-10
seq_436,2011-11-23
seq_437,2012-11-15
seq_438,2013-02-01
seq_439,2012-01-01
seq_440,2013-05-01
seq_441,2011-08-17
seq_442,2011-07-06
seq_443,2011-11-10
seq_444,2012-07-01
seq_445,2012-07-01
seq_446,2007-11-19
seq_447,2009-07-01
seq_448,2007-09-06
seq_449,2009-07-01
seq_450,2012-07-01
seq_451,2010-08-19
seq_452,2009-04-27
seq_453,2009-07-01
seq_454,2012-07-01
seq_455,2011-06-01
seq_456,2012-07-01
seq_457,2011-06-01
seq_458,2012-07-01
seq_459,2011-06-01
seq_460,2006-01-06
seq_461,2015-04-22
seq_462,2012-12-05
seq_463,2011-02-08
seq_464,2012-01-19
seq_465,2011-07-01
seq_466,2011-02-16
seq_467,2011-01-01
seq_468,2011-11-09
seq_469,2010-01-01
seq_470,1996-01-01
seq_471,2012-03-28
seq_472,2012-04-20
seq_473,2012-09-13
seq_474,2012-07-05
seq_475,2013-02-25
seq_476,2010-12-03
seq_477,2011-11-08
seq_478,2011-06-15
seq_479,2012-01-01
seq_480,2012-05-15
seq_481,2013-04-11
seq_482,2013-06-05
seq_483,2013-01-02
seq_484,2012-10-18
seq_485,2004-11-01
seq_486,2012-01-31
seq_487,1994-05-12
seq_488,2012-12-21
seq_489,2015-08-10
seq_490,2009-04-22
seq_491,2010-10-07
seq_492,2015-06-24
seq_493,2015-08-10
seq_494,2015-09-28
seq_495,2015-11-09
seq_496,2015-10-01
seq_497,2015-10-11
seq_498,2014-03-28
seq_499,2014-03-18
seq_500,2013-11-18
seq_501,2014-05-14
seq_502,2014-12-23
seq_503,2014-12-15
seq_504,2016-01-11
seq_505,2015-12-10
seq_506,2014-02-01
seq_507,2016-04-05
seq_508,2016-03-25
seq_509,2016-03-09
seq_510,2016-02-22
seq_511,2016-03-03
seq_512,2016-01-26
seq_513,2015-12-21
seq_514,2016-07-01
seq_515,2012-03-01
seq_516,2016-05-06
seq_517,2014-11-04
seq_518,2016-01-20
seq_519,2014-09-04
seq_520,2014-04-24
seq_521,2014-03-03
seq_522,2016-08-17
seq_523,2016-08-16
seq_524,2016-01-01
seq_525,2016-01-01
seq_526,2016-05-09
seq_527,2015-05-06
seq_528,2012-10-23
seq_529,2016-10-03
seq_530,2014-01-01
seq_531,2014-01-01
seq_532,2014-01-01
seq_533,2014-01-01
seq_534,2016-11-03
seq_535,2016-10-27
seq_536,2016-12-28
seq_537,2016-12-02
seq_538,2017-01-04
seq_539,2017-01-01
seq_540,2017-01-20
seq_541,2017-01-20
seq_542,2017-01-20
seq_543,2016-03-16
seq_544,2017-03-08
seq_545,2017-03-27
seq_546,2017-04-06
seq_547,2017-06-05
seq_548,2017-05-31
seq_549,2017-06-12
seq_550,2016-01-01
seq_551,2014-05-20
seq_552,2013-04-16
seq_553,2013-10-25
seq_554,2014-08-19
seq_555,2017-06-28
seq_556,2012-09-01
seq_557,2013-09-01
seq_558,2013-09-01
seq_559,2014-09-01
seq_560,2014-09-01
seq_561,2014-09-01
seq_562,2014-09-01
seq_563,2015-09-01
seq_564,2015-09-01
seq_565,2015-09-01
seq_566,2017-07-05
seq_567,2017-09-05
seq_568,2015-06-17
seq_569,2015-10-08
seq_570,2015-09-02
seq_571,2015-12-03
seq_572,2015-10-21
seq_573,2015-10-21
seq_574,2016-02-25
seq_575,2016-05-06
seq_576,2016-05-05
seq_577,2016-04-28
seq_578,2016-04-13
seq_579,2016-04-13
seq_580,2016-06-28
seq_581,2016-06-03
seq_582,2016-08-03
seq_583,2016-12-01
seq_584,2016-12-09
seq_585,2017-08-28
seq_586,2015-05-24
seq_587,2014-04-10
seq_588,2015-03-15
seq_589,2014-12-01
seq_590,2017-10-03
seq_591,2017-08-30
seq_592,2016-06-08
seq_593,2015-02-04
seq_594,2015-01-21
seq_595,2015-03-25
seq_596,2015-06-09
seq_597,2015-05-07
seq_598,2017-08-29
seq_599,2017-11-07
seq_600,2017-11-17
seq_601,2017-12-14
seq_602,2017-10-24
seq_603,2017-10-13
seq_604,2017-12-12
seq_605,2015-07-21
seq_606,2017-10-30
seq_607,2017-09-19
seq_608,2017-08-02
seq_609,2017-07-14
seq_610,2017-02-27
seq_611,2017-02-27
seq_612,2017-02-16
seq_613,2016-11-11
seq_614,2016-11-09
seq_615,2016-10-25
seq_616,2016-10-19
seq_617,2016-09-05
seq_618,2016-07-15
seq_619,2016-04-20
seq_620,2016-03-08
seq_621,2015-11-25
seq_622,2015-10-15
seq_623,2015-07-08
seq_624,2015-07-07
seq_625,2015-04-07
seq_626,2015-12-03
seq_627,2017-04-12
seq_628,2015-10-12
seq_629,2016-01-21
seq_630,2017-09-29
seq_631,2012-08-04
seq_632,2012-07-20
seq_633,2014-07-21
seq_634,2014-10-17
seq_635,2015-10-06
seq_636,1969-01-01
seq_637,2017-04-28
seq_638,2017-05-17
seq_639,2017-08-10
seq_640,2017-05-18
seq_641,2017-01-17
seq_642,2017-02-08
seq_643,2017-12-07
seq_644,2016-03-26
seq_645,2017-12-15
seq_646,2015-03-23
seq_647,2017-10-11
seq_648,2017-07-24
seq_649,2017-06-29
seq_650,2017-11-15
seq_651,2017-03-22
seq_652,2016-01-28
seq_653,2015-12-07
seq_654,1987-08-01
seq_655,2016-01-28
seq_656,2015-02-25
seq_657,2012-03-20
seq_658,2011-11-02
seq_659,2010-11-23
seq_660,2009-10-19
seq_661,2008-04-08
seq_662,2015-10-19
seq_663,2015-08-12
seq_664,2015-03-31
seq_665,2015-02-20
seq_666,2014-11-17
seq_667,2014-10-30
seq_668,2014-05-13
seq_669,2014-01-08
seq_670,2013-11-14
seq_671,2013-09-09
seq_672,2013-08-16
seq_673,2012-12-13
seq_674,2013-01-01
seq_675,2017-01-01
seq_676,2016-01-01
seq_677,2017-01-01
seq_678,2013-01-01
seq_679,2016-01-01
seq_680,2014-01-01
seq_681,2015-01-01
seq_682,2017-01-01
seq_683,2013-01-01
seq_684,2014-01-01
seq_685,2017-01-01
seq_686,2016-01-01
seq_687,2015-01-01
seq_688,2016-01-01
seq_689,2017-01-01
seq_690,2014-01-01
seq_691,2015-01-01
seq_692,2017-08-30
seq_693,2017-09-28
seq_694,2015-10-01
seq_695,2014-04-01
seq_696,2017-06-01
seq_697,2017-10-01
seq_698,2013-01-01
seq_699,2015-01-01
seq_700,2016-01-01
seq_701,2017-01-01
seq_702,2015-01-01
seq_703,2013-01-01
seq_704,2017-01-01
seq_705,2017-05-04
seq_706,2012-08-27
seq_707,2017-02-09
seq_708,2017-03-29
seq_709,2017-01-02
seq_710,2017-11-22
seq_711,2017-08-05
seq_712,2018-07-30
seq_713,2018-01-17
seq_714,2018-01-18
seq_715,2018-01-03
seq_716,2018-03-21
seq_717,2018-03-21
seq_718,2018-03-25
seq_719,2018-03-27
seq_720,2018-05-20
seq_721,2018-07-05
seq_722,2019-04-15
seq_723,2019-04-03
seq_724,2019-04-16
seq_725,2019-04-11
seq_726,2019-04-08
seq_727,2019-05-27
seq_728,2019-05-20
seq_729,2019-06-14
seq_730,2019-06-03
seq_731,2019-06-05
seq_732,2019-02-21
seq_733,2019-02-06
seq_734,2019-03-25
seq_735,2019-05-23
seq_736,2019-07-06
seq_737,2018-04-29
seq_738,2019-06-26
seq_739,2019-06-12
seq_740,2019-04-22
seq_741,2019-08-16
seq_742,2019-07-17
seq_743,2019-07-17
seq_744,2019-04-26
seq_745,2018-08-21
seq_746,2018-10-11
seq_747,2019-10-07
seq_748,2019-10-09
seq_749,2019-10-08
seq_750,2019-08-29
seq_751,2019-06-28
seq_752,2020-05-04
seq_753,2020-05-12
seq_754,2018-06-25
seq_755,2018-10-19
seq_756,2018-11-06
seq_757,2018-04-10
seq_758,2018-03-21
seq_759,2018-02-22
seq_760,2018-02-09
seq_761,2019-03-01
seq_762,2019-03-06
seq_763,2020-01-14
seq_764,2019-11-06
seq_765,2019-12-26
seq_766,2018-03-13
seq_767,2020-05-27
seq_768,2020-05-14
seq_769,2020-05-22
seq_770,2020-04-21
seq_771,2020-02-21
seq_772,2020-01-29
seq_773,2020-01-23
seq_774,2019-11-26
seq_775,2019-01-01
seq_776,2019-01-01
seq_777,2019-11-12
seq_778,2020-03-25
seq_779,2020-03-06
seq_780,2020-07-16
seq_781,2020-07-17
seq_782,2020-10-13
seq_783,2020-09-22
seq_784,2018-07-19
seq_785,2020-10-28
seq_786,2018-01-01
seq_787,2018-01-01
seq_788,2018-01-01
seq_789,2018-01-01
seq_790,2018-01-01
seq_791,2018-01-01
seq_792,2018-01-01
seq_793,2020-05-05
seq_794,2020-08-26
seq_795,2020-08-07
seq_796,2019-05-01
seq_797,2020-11-23
seq_798,2020-12-08
seq_799,2020-11-16
seq_800,2020-11-19
seq_801,2019-09-01
seq_802,2019-09-01
seq_803,2019-09-01
seq_804,2021-02-18
seq_805,2021-02-10
seq_806,2021-02-10
seq_807,2021-05-06
seq_808,2021-04-09
seq_809,2021-04-14
seq_810,2021-04-15
seq_811,2021-04-05
seq_812,2021-03-26
seq_813,2021-03-16
seq_814,2021-07-06
seq_815,2019-12-09
seq_816,2020-05-05
seq_817,2020-02-13
seq_818,2020-06-09
seq_819,2021-09-27
seq_820,2021-09-08
seq_821,2021-08-11
seq_822,2020-06-15
seq_823,2020-03-19
seq_824,2020-04-15
seq_825,2019-04-26
seq_826,2020-04-13
seq_827,2020-10-06
seq_828,2020-12-01
seq_829,2018-01-30
seq_830,2018-02-06
seq_831,2021-06-10
seq_832,2022-05-06
seq_833,2020-12-01
seq_834,2020-12-01
seq_835,2018-10-05
seq_836,2022-03-01
seq_837,2019-03-21
seq_838,2019-01-11
seq_839,2019-10-29
seq_840,2020-01-25
seq_841,2022-01-17
seq_842,2022-01-12
seq_843,2021-09-24
seq_844,2021-12-04
seq_845,2022-03-03
seq_846,2022-02-23
seq_847,2022-02-02
seq_848,2022-01-28
seq_849,2022-02-01
seq_850,2022-03-01
seq_851,2022-07-15
seq_852,2022-07-19
seq_853,2021-06-29
seq_854,2020-09-21
seq_855,2022-09-08
seq_856,2022-09-01
seq_857,2022-09-27
seq_858,2022-08-11
seq_859,2003
seq_860,2014-04-23
seq_861,2011-09-22
seq_862,2012-03-01
seq_863,2011-08-04
seq_864,2011-10-20
seq_865,2003-04-22
seq_866,2012-10-18
seq_867,2011-03-18
seq_868,2012-11-08
seq_869,2013-03-27
seq_870,2012-06-22
seq_871,2012-09-06
seq_872,2012-01-05
seq_873,2013-05-29
seq_874,2011-03-18
seq_875,2014-06-05
seq_876,2016-12-27
seq_877,2018-08-10
seq_878,1985
seq_879,1982
seq_880,2018-12-10
seq_881,2019-01-22
seq_882,2019-11-13
seq_883,2020-01-07
seq_884,2020-01-06
seq_885,2019-03-18
seq_886,2018-10-04
seq_887,2020-01-28
seq_888,2019-06-04
seq_889,2019-04-02
seq_890,2019-04-24
seq_891,2019-08-08
seq_892,2020-02-11
seq_893,2020-01-13
seq_894,2018-09-23
seq_895,2018-10-29
seq_896,2019-05-28
seq_897,2019-06-25
seq_898,2019-08-27
seq_899,2019-08-20
seq_900,2014-03-20
seq_901,2015-05-07
seq_902,2016-11-17
seq_903,2016-11-17
seq_904,2016-07-07
seq_905,2014-10-09
seq_906,2021-11-30
seq_907,2022-08-23
seq_908,2022-08-17
seq_909,2022-08-10
seq_910,2020-11-28
seq_911,2022-10-04
seq_912,2022-10-17
seq_913,2022-10-26
seq_914,2022-10-18
seq_915,2022-10-18
seq_916,2022-11-17
seq_917,2022-12-06
