name,date
seq_093,1934-12-31
seq_094,1985-01-01
seq_095,1929-12-31
seq_096,1930-12-31
seq_097,1976-01-01
seq_098,1982-01-01
seq_099,2006-01-01
seq_100,2006-01-01
seq_101,2008-01-01
seq_102,2008-01-01
seq_103,2009-02-26
seq_104,2009-05-03
seq_105,2009-05-03
seq_106,2009-05-03
seq_107,2009-05-05
seq_108,2009-05-03
seq_109,2008-01-01
seq_110,2004-01-01
seq_111,2004-01-01
seq_112,2009-01-01
seq_113,2002-01-01
seq_114,1999-01-01
seq_115,2003-06-25
seq_116,2009-02-23
seq_117,2001-10-18
seq_118,2001-04-09
seq_119,1999-04-09
seq_120,1998-01-07
seq_121,2009-01-01
seq_122,2009-10-22
seq_123,2010-01-07
seq_124,2009-07-23
seq_125,2009-12-03
seq_126,2009-10-22
seq_127,2009-12-17
seq_128,2009-12-17
seq_129,2009-12-17
seq_130,2009-12-17
seq_131,2009-10-22
seq_132,1937-12-31
seq_133,1939-01-09
seq_134,1931-01-11
seq_135,1931-01-11
seq_136,1954-01-05
seq_137,1942-01-08
seq_138,1996-01-01
seq_139,2003-01-01
seq_140,2007-01-01
seq_141,2007-12-01
seq_142,2008-01-01
seq_143,2005-01-01
seq_144,2009-10-01
seq_145,2008-01-01
seq_146,2010-01-01
seq_147,2009-12-04
seq_148,2009-12-04
seq_149,2010-10-25
seq_150,2010-10-25
seq_151,2010-09-20
seq_152,2010-10-25
seq_153,1981-01-01
seq_154,1977-01-01
seq_155,2008-03-25
seq_156,2003-09-28
seq_157,2002-12-09
seq_158,2002-06-13
seq_159,2001-03-27
seq_160,2000-09-15
seq_161,2000-07-11
seq_162,2003-08-01
seq_163,2010-01-13
seq_164,2004-01-01
seq_165,2004-01-01
seq_166,2008-11-01
seq_167,2008-09-01
seq_168,2009-12-01
seq_169,2006-01-01
seq_170,2002-01-01
seq_171,2003-10-01
seq_172,2003-01-01
seq_173,2011-06-16
seq_174,2010-12-01
seq_175,2010-03-14
seq_176,2011-11-02
seq_177,2011-11-18
seq_178,2011-09-27
seq_179,2010-09-20
seq_180,2010-10-07
seq_181,2008-12-25
seq_182,2001-12-21
seq_183,1987-01-01
seq_184,2003-10-01
seq_185,2002-10-01
seq_186,1982-10-01
seq_187,1998-11-19
seq_188,2006-07-21
seq_189,1999-11-12
seq_190,2006-05-12
seq_191,1996-07-09
seq_192,1993-04-21
seq_193,1998-06-17
seq_194,2002-03-06
seq_195,2002-12-04
seq_196,1996-10-01
seq_197,2001-10-01
seq_198,2010-01-01
seq_199,2011-01-01
seq_200,2010-01-01
seq_201,2009-01-01
seq_202,2009-09-01
seq_203,2004-03-03
seq_204,2008-09-05
seq_205,2012-03-08
seq_206,2012-09-27
seq_207,2012-09-01
seq_208,2012-08-01
seq_209,2011-12-30
seq_210,2013-03-01
seq_211,2012-02-21
seq_212,2013-01-28
seq_213,2009-01-15
seq_214,2009-11-17
seq_215,2010-06-10
seq_216,2009-09-24
seq_217,2010-07-02
seq_218,2008-09-16
seq_219,2011-10-21
seq_220,2006-08-16
seq_221,2006-05-17
seq_222,2006-03-13
seq_223,2013-03-26
seq_224,2013-03-26
seq_225,2009-07-21
seq_226,2013-03-26
seq_227,2005-03-08
seq_228,2013-09-10
seq_229,2013-11-13
seq_230,2012-12-04
seq_231,2012-09-18
seq_232,2011-12-12
seq_233,2013-07-01
seq_234,2013-09-01
seq_235,2013-10-01
seq_236,2013-11-01
seq_237,2006-03-03
seq_238,2010-11-29
seq_239,2011-01-28
seq_240,2010-02-28
seq_241,2011-10-20
seq_242,2012-01-01
seq_243,2006-06-01
seq_244,2011-02-01
seq_245,2012-01-30
seq_246,2011-07-01
seq_247,2011-06-20
seq_248,2012-01-01
seq_249,2012-01-01
seq_250,2012-01-01
seq_251,2012-01-01
seq_252,2011-01-01
seq_253,2011-01-01
seq_254,2011-01-17
seq_255,2011-05-05
seq_256,2012-02-02
seq_257,2011-04-21
seq_258,2011-07-01
seq_259,2011-06-14
seq_260,2011-03-29
seq_261,2012-04-20
seq_262,2012-07-05
seq_263,2013-02-25
seq_264,2011-10-12
seq_265,2012-07-31
seq_266,2012-02-03
seq_267,2011-01-01
seq_268,2010-11-03
seq_269,2012-05-15
seq_270,2012-10-03
seq_271,2013-08-21
seq_272,2012-01-13
seq_273,2012-10-18
seq_274,2013-03-01
seq_275,2012-10-18
seq_276,2012-07-31
seq_277,2012-07-16
seq_278,2012-05-15
seq_279,2004-11-01
seq_280,2013-01-18
seq_281,2012-03-01
seq_282,2014-03-07
seq_283,2014-04-07
seq_284,2014-03-03
seq_285,2014-01-15
seq_286,2013-10-01
seq_287,1999-01-01
seq_288,2010-10-07
seq_289,2014-06-01
seq_290,2014-08-18
seq_291,2012-03-16
seq_292,2014-03-05
seq_293,2014-03-05
seq_294,2013-11-28
seq_295,2013-09-11
seq_296,2014-12-15
seq_297,2014-11-26
seq_298,2014-06-18
seq_299,2014-06-04
seq_300,2016-03-09
seq_301,2016-01-25
seq_302,2016-01-12
seq_303,2016-07-21
seq_304,2012-03-01
seq_305,2015-07-28
seq_306,2015-08-12
seq_307,2015-01-14
seq_308,2015-10-20
seq_309,2014-06-03
seq_310,2015-06-24
seq_311,2015-08-12
seq_312,2014-10-15
seq_313,2016-02-24
seq_314,2014-03-03
seq_315,2016-03-09
seq_316,2015-01-30
seq_317,2013-01-01
seq_318,2013-01-22
seq_319,2015-10-15
seq_320,2014-01-01
seq_321,2014-01-01
seq_322,2014-01-01
seq_323,2016-06-03
seq_324,2017-01-01
seq_325,2017-01-01
seq_326,2017-01-01
seq_327,2017-05-15
seq_328,2017-02-08
seq_329,2013-09-01
seq_330,2014-09-01
seq_331,2014-09-01
seq_332,2014-09-01
seq_333,2014-09-01
seq_334,2015-09-01
seq_335,2015-09-01
seq_336,2015-09-01
seq_337,2017-03-21
seq_338,2017-03-27
seq_339,2015-11-04
seq_340,2016-02-17
seq_341,2013-09-01
seq_342,2017-07-18
seq_343,2015-07-15
seq_344,2015-06-17
seq_345,2016-01-14
seq_346,2016-02-25
seq_347,2016-05-05
seq_348,2016-04-28
seq_349,2016-04-13
seq_350,2016-04-13
seq_351,2016-11-23
seq_352,2016-12-12
seq_353,2017-05-23
seq_354,2015-02-04
seq_355,2015-01-21
seq_356,2017-12-05
seq_357,2017-10-30
seq_358,2017-12-20
seq_359,2016-05-09
seq_360,2017-08-29
seq_361,2017-10-03
seq_362,2012-08-04
seq_363,2012-09-13
seq_364,2014-06-29
seq_365,2015-11-18
seq_366,2015-11-18
seq_367,1969-01-01
seq_368,2017-01-17
seq_369,2017-12-07
seq_370,2013-11-20
seq_371,2015-09-30
seq_372,2017-04-26
seq_373,2016-09-22
seq_374,2017-05-24
seq_375,2017-05-22
seq_376,2017-05-15
seq_377,2016-10-12
seq_378,2017-12-15
seq_379,2017-09-11
seq_380,2016-09-01
seq_381,2015-04-29
seq_382,2015-03-23
seq_383,2012-04-01
seq_384,2013-02-01
seq_385,2012-03-01
seq_386,2011-02-01
seq_387,2006-04-10
seq_388,2006-01-27
seq_389,2001-08-01
seq_390,2015-09-15
seq_391,2016-06-13
seq_392,2015-08-27
seq_393,2017-12-19
seq_394,2013-04-15
seq_395,2017-08-30
seq_396,2006-08-02
seq_397,2011-10-14
seq_398,2011-08-15
seq_399,2015-05-21
seq_400,2013-02-26
seq_401,2012-03-20
seq_402,2014-05-13
seq_403,2014-01-08
seq_404,2013-09-09
seq_405,2017-01-01
seq_406,2015-01-01
seq_407,2017-01-01
seq_408,2015-01-01
seq_409,2017-01-01
seq_410,2014-01-01
seq_411,2016-01-01
seq_412,2017-01-01
seq_413,2016-01-01
seq_414,2017-11-17
seq_415,2016-10-12
seq_416,2017-02-22
seq_417,2017-04-12
seq_418,2017-04-12
seq_419,2014-04-15
seq_420,2014-04-15
seq_421,2014-04-15
seq_422,2017-01-01
seq_423,2015-01-01
seq_424,2013-01-01
seq_425,2013-01-01
seq_426,2016-01-01
seq_427,2014-01-01
seq_428,2017-02-24
seq_429,2016-12-05
seq_430,2015-11-17
seq_431,2016-11-02
seq_432,2012-01-01
seq_433,2017-01-30
seq_434,2017-03-13
seq_435,2017-01-02
seq_436,2017-12-28
seq_437,2017-12-14
seq_438,2017-12-12
seq_439,2017-11-25
seq_440,2017-07-18
seq_441,2017-03-10
seq_442,2017-01-24
seq_443,2018-10-08
seq_444,2018-12-10
seq_445,2018-12-05
seq_446,2019-05-14
seq_447,2018-09-20
seq_448,2018-11-13
seq_449,2019-06-12
seq_450,2018-01-01
seq_451,2018-01-01
seq_452,2018-01-01
seq_453,2019-06-28
seq_454,2019-06-12
seq_455,2018-02-22
seq_456,2020-01-14
seq_457,2018-01-03
seq_458,2019-11-20
seq_459,2019-08-30
seq_460,2019-12-26
seq_461,2020-02-07
seq_462,2018-01-01
seq_463,2018-01-01
seq_464,2018-01-01
seq_465,2018-01-01
seq_466,2018-01-01
seq_467,2018-01-01
seq_468,2018-01-01
seq_469,2020-05-05
seq_470,2019-05-01
seq_471,2019-05-01
seq_472,2020-05-14
seq_473,2019-09-01
seq_474,2020-04-21
seq_475,2020-04-17
seq_476,2020-09-18
seq_477,2020-08-26
seq_478,2020-08-17
seq_479,2020-09-25
seq_480,2020-07-23
seq_481,2020-11-09
seq_482,2020-09-04
seq_483,2021-03-24
seq_484,2021-02-18
seq_485,2019-12-09
seq_486,2020-08-11
seq_487,2020-05-05
seq_488,2020-02-13
seq_489,2020-06-09
seq_490,2020-05-11
seq_491,2021-04-05
seq_492,2019-10-17
seq_493,2020-06-15
seq_494,2020-05-12
seq_495,2019-03-11
seq_496,2020-03-19
seq_497,2019-10-01
seq_498,2020-04-15
seq_499,2019-10-17
seq_500,2019-11-06
seq_501,2020-02-21
seq_502,2019-11-20
seq_503,2019-12-04
seq_504,2020-10-06
seq_505,2019-07-30
seq_506,2019-03-27
seq_507,2019-03-20
seq_508,2019-04-17
seq_509,2019-06-02
seq_510,2020-06-30
seq_511,2020-08-05
seq_512,2021-11-18
seq_513,2021-11-23
seq_514,2022-03-17
seq_515,2019-11-12
seq_516,2019-11-16
seq_517,2018-11-24
seq_518,2018-10-05
seq_519,2022-03-01
seq_520,2019-11-15
seq_521,2019-11-14
seq_522,2020-11-19
seq_523,2020-10-01
seq_524,2020-09-23
seq_525,2020-07-16
seq_526,2020-04-02
seq_527,2018-12-28
seq_528,2018-11-20
seq_529,2021-07-09
seq_530,2021-07-02
seq_531,2020-12-14
seq_532,2020-07-27
seq_533,2020-02-12
seq_534,2021-11-11
seq_535,2021-10-04
seq_536,2021-11-03
seq_537,2021-08-30
seq_538,2022-02-25
seq_539,2022-01-24
seq_540,2022-02-17
seq_541,2018-02-19
seq_542,2022-01-01
seq_543,2021-12-22
seq_544,2021-06-29
seq_545,2020-09-21
seq_546,2022-08-11
seq_547,2003
seq_548,2003
seq_549,2012-11
seq_550,2012-03-01
seq_551,2011-10-20
seq_552,2012-01-12
seq_553,2012-02-16
seq_554,2012-12-31
seq_555,2012-02-09
seq_556,2011-10-27
seq_557,2012-09-14
seq_558,2013-01-08
seq_559,1997
seq_560,1991
seq_561,2018
seq_562,2018
seq_563,2016-12
seq_564,2019-01-22
seq_565,2019-11-13
seq_566,2020-01-06
seq_567,2020-01-14
seq_568,2019-06-04
seq_569,2020-05-05
seq_570,2019-05-06
seq_571,2018-09-05
seq_572,2018-09-23
seq_573,2018-10-29
seq_574,2020-02-04
seq_575,2020-01-28
seq_576,2019-08-27
seq_577,2020-01-20
seq_578,2017-07-28
seq_579,2021-03-03
seq_580,2020-11-28
seq_581,1995-01-01
seq_582,1998-01-01
seq_583,1998-01-01
seq_584,1995-01-01
seq_585,2002-01-01
seq_586,1975-01-01
seq_587,1998-01-01
seq_588,1997-01-01
seq_589,1998-01-01
seq_590,1968-01-01
seq_591,1968-01-01
seq_592,1968-01-01
seq_593,1968-01-01
seq_594,1999-01-01
seq_595,1983-01-01
seq_596,1967-01-01
seq_597,1968-01-01
seq_598,1968-01-01
seq_599,1968-01-01
seq_600,1970
seq_601,1970
seq_602,1971-01-01
seq_603,1971-01-01
seq_604,1972-01-01
seq_605,1972-01-01
seq_606,1972-01-01
seq_607,1972-01-01
seq_608,1918-01-01
seq_609,2003-11-29
seq_610,2000-04-12
seq_611,2005-07-01
seq_612,1983-01-01
seq_613,1985-01-01
seq_614,2004-12-10
seq_615,1977-01-01
seq_616,1977-01-01
seq_617,1933-12-31
seq_618,1947-01-01
seq_619,1982-01-01
seq_620,2001-06-05
seq_621,2004-09-10
seq_622,2005-08-16
seq_623,1995-12-18
seq_624,1988-01-01
seq_625,2001-05-10
seq_626,1986-01-01
seq_627,1985-01-01
seq_628,2002-08-26
seq_629,1969-01-01
seq_630,1968-01-01
seq_631,1969-01-01
seq_632,1988-01-01
seq_633,1976-01-01
seq_634,2003-01-01
seq_635,2005-01-01
seq_636,2005-07-14
seq_637,1933-12-31
seq_638,1991-01-01
seq_639,1976-01-01
seq_640,1988-01-01
seq_641,1988-01-01
seq_642,1976-01-01
seq_643,1988-01-01
seq_644,1989-01-02
seq_645,1991-01-01
seq_646,1976-01-01
seq_647,2002-01-05
seq_648,2005-01-01
seq_649,2005-07-14
seq_650,1942-01-01
seq_651,1934-12-31
seq_652,1932-12-31
seq_653,1932-12-31
seq_654,1946-01-01
seq_655,1976-01-01
seq_656,1933-01-10
seq_657,1994-08-22
seq_658,1995-07-27
seq_659,1995-01-01
seq_660,1990-03-13
seq_661,2006-01-05
seq_662,2006-11-17
seq_663,1976-01-01
seq_664,2007-02-09
seq_665,2007-01-29
seq_666,2007-01-01
seq_667,2009-04-19
seq_668,2009-04-25
seq_669,2009-04-14
seq_670,2009-04-03
seq_671,2009-04-03
seq_672,2009-04-28
seq_673,2009-05-06
seq_674,2009-05-04
seq_675,2009-05-04
seq_676,2009-04-25
seq_677,2009-05-31
seq_678,2009-05-03
seq_679,2009-05-28
seq_680,2009-04-24
seq_681,2009-06-03
seq_682,2009-07-11
seq_683,2009-07-11
seq_684,2009-07-27
seq_685,2009-06-18
seq_686,2009-05-01
seq_687,2009-05-04
seq_688,2007-11-29
seq_689,2008-12-04
seq_690,2007-09-01
seq_691,2007-08-19
seq_692,2007-08-17
seq_693,2009-05-18
seq_694,2008-02-03
seq_695,2008-10-15
seq_696,2009-04-28
seq_697,2008-11-12
seq_698,2009-08-20
seq_699,2009-11-23
seq_700,2009-10-23
seq_701,2009-09-04
seq_702,2009-09-01
seq_703,2010-10-21
seq_704,2011-01-04
seq_705,2009-09-17
seq_706,2011-01-10
seq_707,2010-01-04
seq_708,2011-08-20
seq_709,2011-07-27
seq_710,2011-11-14
seq_711,2011-11-14
seq_712,2011-11-21
seq_713,2011-11-04
seq_714,2009-09-28
seq_715,2009-11-27
seq_716,2011-01-04
seq_717,2011-07-25
seq_718,2010-08-17
seq_719,2011-09-01
seq_720,2011-03-25
seq_721,2011-03-14
seq_722,2012-12-12
seq_723,2013-12-27
seq_724,2014-04-07
seq_725,2014-10-13
seq_726,2012-06-02
seq_727,2014-07-22
seq_728,2016-01-05
seq_729,2016-01-11
seq_730,2016-01-18
seq_731,2016-01-18
seq_732,2015-12-10
seq_733,2016-10-01
seq_734,2017-07-20
seq_735,2017-10-22
seq_736,2017-09-01
seq_737,2018-07-31
seq_738,2018-08-06
seq_739,2018-08-07
seq_740,2018-08-20
seq_741,2018-11-13
seq_742,2019-02-09
seq_743,2019-09-24
seq_744,2020-01-06
seq_745,2020-06-10
seq_746,2020-07-01
seq_747,2020-09-09
seq_748,2021-01-21
seq_749,2021-01-27
seq_750,2021-04-19
seq_751,2021-04-01
seq_752,2021-04-10
seq_753,2021-08-18
seq_754,2021-09-01
seq_755,2021-08-18
seq_756,2021-09-19
seq_757,2021-09-22
seq_758,2021-10-10
seq_759,2021-11-24
seq_760,2021-12-27
seq_761,2022-06-16
seq_762,2022-06-09
seq_763,2022-08-01
seq_764,2022-08-24
seq_765,2022-09-11
seq_766,2022-10-01
seq_767,2022-10-17
seq_768,2022-12-28
seq_769,2022-12-12
seq_770,2022-12-23
seq_771,1976
seq_772,1984
seq_773,2014-01
